x,y,val
107.74166666666586,-6.687499999999739,1.9
107.74583333333253,-6.687499999999739,1.2
107.7499999999992,-6.687499999999739,1.2
107.75416666666587,-6.687499999999739,1.9
107.75833333333253,-6.687499999999739,2.1
107.76249999999919,-6.687499999999739,1.9
107.76666666666587,-6.687499999999739,1.3
107.77083333333253,-6.687499999999739,1.2
107.7749999999992,-6.687499999999739,1.3
107.77916666666587,-6.687499999999739,1.3
107.78333333333254,-6.687499999999739,1.1
107.7874999999992,-6.687499999999739,1.1
107.79166666666586,-6.687499999999739,1.0
107.79583333333254,-6.687499999999739,0.8
107.7999999999992,-6.687499999999739,0.7
107.80416666666586,-6.687499999999739,0.6
107.80833333333253,-6.687499999999739,0.7
107.8124999999992,-6.687499999999739,0.6
107.81666666666587,-6.687499999999739,0.6
107.82083333333253,-6.687499999999739,0.6
107.82499999999919,-6.687499999999739,0.6
107.82916666666587,-6.687499999999739,0.5
107.83333333333253,-6.687499999999739,0.5
107.38333333333253,-6.691666666666406,0.7
107.3874999999992,-6.691666666666406,0.9
107.39166666666587,-6.691666666666406,1.1
107.39583333333253,-6.691666666666406,1.5
107.3999999999992,-6.691666666666406,1.6
107.40416666666587,-6.691666666666406,1.3
107.40833333333254,-6.691666666666406,1.3
107.4124999999992,-6.691666666666406,1.5
107.41666666666586,-6.691666666666406,1.4
107.42083333333254,-6.691666666666406,1.1
107.4249999999992,-6.691666666666406,1.0
107.42916666666586,-6.691666666666406,3.1
107.43333333333253,-6.691666666666406,5.0
107.4374999999992,-6.691666666666406,4.3
107.44166666666587,-6.691666666666406,3.0
107.44583333333253,-6.691666666666406,2.8
107.4499999999992,-6.691666666666406,2.5
107.45416666666587,-6.691666666666406,2.5
107.45833333333253,-6.691666666666406,2.4
107.4624999999992,-6.691666666666406,1.7
107.46666666666587,-6.691666666666406,1.4
107.47083333333254,-6.691666666666406,1.5
107.4749999999992,-6.691666666666406,1.4
107.47916666666586,-6.691666666666406,1.3
107.48333333333254,-6.691666666666406,1.1
107.4874999999992,-6.691666666666406,1.3
107.49166666666586,-6.691666666666406,2.3
107.49583333333253,-6.691666666666406,1.6
107.4999999999992,-6.691666666666406,1.1
107.50416666666587,-6.691666666666406,1.0
107.50833333333253,-6.691666666666406,1.0
107.5124999999992,-6.691666666666406,1.8
107.51666666666587,-6.691666666666406,1.9
107.52083333333253,-6.691666666666406,1.5
107.5249999999992,-6.691666666666406,2.2
107.52916666666587,-6.691666666666406,3.0
107.53333333333254,-6.691666666666406,3.2
107.5374999999992,-6.691666666666406,3.7
107.54166666666586,-6.691666666666406,4.4
107.54583333333254,-6.691666666666406,2.8
107.5499999999992,-6.691666666666406,2.3
107.55416666666586,-6.691666666666406,1.9
107.55833333333253,-6.691666666666406,1.3
107.5624999999992,-6.691666666666406,1.2
107.56666666666587,-6.691666666666406,1.0
107.57083333333253,-6.691666666666406,1.0
107.57499999999919,-6.691666666666406,0.7
107.57916666666587,-6.691666666666406,0.8
107.58333333333253,-6.691666666666406,1.1
107.5874999999992,-6.691666666666406,1.4
107.59166666666587,-6.691666666666406,1.8
107.59583333333254,-6.691666666666406,2.1
107.5999999999992,-6.691666666666406,1.5
107.60416666666586,-6.691666666666406,0.8
107.60833333333254,-6.691666666666406,0.7
107.6124999999992,-6.691666666666406,0.8
107.61666666666586,-6.691666666666406,0.9
107.62083333333253,-6.691666666666406,0.8
107.6249999999992,-6.691666666666406,0.9
107.62916666666587,-6.691666666666406,0.9
107.63333333333253,-6.691666666666406,1.0
107.63749999999919,-6.691666666666406,1.0
107.64166666666587,-6.691666666666406,0.9
107.64583333333253,-6.691666666666406,0.9
107.6499999999992,-6.691666666666406,0.9
107.65416666666587,-6.691666666666406,1.0
107.65833333333254,-6.691666666666406,1.4
107.6624999999992,-6.691666666666406,2.5
107.66666666666586,-6.691666666666406,2.9
107.67083333333254,-6.691666666666406,1.8
107.6749999999992,-6.691666666666406,1.4
107.67916666666586,-6.691666666666406,1.0
107.68333333333253,-6.691666666666406,0.9
107.6874999999992,-6.691666666666406,0.9
107.69166666666587,-6.691666666666406,0.8
107.69583333333253,-6.691666666666406,0.9
107.69999999999919,-6.691666666666406,0.9
107.70416666666587,-6.691666666666406,1.2
107.70833333333253,-6.691666666666406,1.4
107.7124999999992,-6.691666666666406,1.2
107.71666666666587,-6.691666666666406,2.0
107.72083333333254,-6.691666666666406,2.4
107.7249999999992,-6.691666666666406,3.8
107.72916666666586,-6.691666666666406,3.9
107.73333333333254,-6.691666666666406,4.9
107.7374999999992,-6.691666666666406,4.5
107.74166666666586,-6.691666666666406,3.6
107.74583333333253,-6.691666666666406,2.1
107.7499999999992,-6.691666666666406,1.8
107.75416666666587,-6.691666666666406,1.8
107.75833333333253,-6.691666666666406,2.2
107.76249999999919,-6.691666666666406,2.3
107.76666666666587,-6.691666666666406,1.4
107.77083333333253,-6.691666666666406,1.1
107.7749999999992,-6.691666666666406,1.4
107.77916666666587,-6.691666666666406,1.9
107.78333333333254,-6.691666666666406,2.0
107.7874999999992,-6.691666666666406,1.5
107.79166666666586,-6.691666666666406,1.1
107.79583333333254,-6.691666666666406,1.0
107.7999999999992,-6.691666666666406,0.8
107.80416666666586,-6.691666666666406,0.9
107.80833333333253,-6.691666666666406,0.8
107.8124999999992,-6.691666666666406,0.7
107.81666666666587,-6.691666666666406,0.7
107.82083333333253,-6.691666666666406,0.5
107.82499999999919,-6.691666666666406,0.6
107.82916666666587,-6.691666666666406,0.5
107.83333333333253,-6.691666666666406,0.5
107.38333333333253,-6.695833333333073,0.7
107.3874999999992,-6.695833333333073,0.8
107.39166666666587,-6.695833333333073,0.9
107.39583333333253,-6.695833333333073,1.3
107.3999999999992,-6.695833333333073,1.3
107.40416666666587,-6.695833333333073,1.2
107.40833333333254,-6.695833333333073,1.1
107.4124999999992,-6.695833333333073,1.4
107.41666666666586,-6.695833333333073,1.3
107.42083333333254,-6.695833333333073,1.0
107.4249999999992,-6.695833333333073,1.1
107.42916666666586,-6.695833333333073,2.9
107.43333333333253,-6.695833333333073,4.0
107.4374999999992,-6.695833333333073,2.7
107.44166666666587,-6.695833333333073,2.3
107.44583333333253,-6.695833333333073,2.4
107.4499999999992,-6.695833333333073,2.3
107.45416666666587,-6.695833333333073,2.6
107.45833333333253,-6.695833333333073,2.5
107.4624999999992,-6.695833333333073,2.0
107.46666666666587,-6.695833333333073,1.6
107.47083333333254,-6.695833333333073,2.8
107.4749999999992,-6.695833333333073,3.0
107.47916666666586,-6.695833333333073,2.6
107.48333333333254,-6.695833333333073,1.8
107.4874999999992,-6.695833333333073,1.9
107.49166666666586,-6.695833333333073,3.0
107.49583333333253,-6.695833333333073,2.6
107.4999999999992,-6.695833333333073,1.8
107.50416666666587,-6.695833333333073,1.2
107.50833333333253,-6.695833333333073,1.0
107.5124999999992,-6.695833333333073,1.7
107.51666666666587,-6.695833333333073,2.0
107.52083333333253,-6.695833333333073,1.7
107.5249999999992,-6.695833333333073,2.0
107.52916666666587,-6.695833333333073,2.3
107.53333333333254,-6.695833333333073,2.2
107.5374999999992,-6.695833333333073,3.4
107.54166666666586,-6.695833333333073,3.3
107.54583333333254,-6.695833333333073,1.9
107.5499999999992,-6.695833333333073,1.4
107.55416666666586,-6.695833333333073,1.4
107.55833333333253,-6.695833333333073,1.3
107.5624999999992,-6.695833333333073,0.9
107.56666666666587,-6.695833333333073,0.7
107.57083333333253,-6.695833333333073,0.6
107.57499999999919,-6.695833333333073,0.6
107.57916666666587,-6.695833333333073,0.6
107.58333333333253,-6.695833333333073,0.6
107.5874999999992,-6.695833333333073,0.6
107.59166666666587,-6.695833333333073,0.9
107.59583333333254,-6.695833333333073,1.0
107.5999999999992,-6.695833333333073,0.9
107.60416666666586,-6.695833333333073,0.6
107.60833333333254,-6.695833333333073,0.5
107.6124999999992,-6.695833333333073,0.6
107.61666666666586,-6.695833333333073,0.6
107.62083333333253,-6.695833333333073,0.7
107.6249999999992,-6.695833333333073,0.8
107.62916666666587,-6.695833333333073,0.8
107.63333333333253,-6.695833333333073,1.2
107.63749999999919,-6.695833333333073,1.4
107.64166666666587,-6.695833333333073,1.1
107.64583333333253,-6.695833333333073,0.8
107.6499999999992,-6.695833333333073,0.8
107.65416666666587,-6.695833333333073,0.7
107.65833333333254,-6.695833333333073,0.8
107.6624999999992,-6.695833333333073,1.2
107.66666666666586,-6.695833333333073,1.1
107.67083333333254,-6.695833333333073,1.0
107.6749999999992,-6.695833333333073,1.0
107.67916666666586,-6.695833333333073,0.9
107.68333333333253,-6.695833333333073,0.8
107.6874999999992,-6.695833333333073,1.0
107.69166666666587,-6.695833333333073,1.0
107.69583333333253,-6.695833333333073,1.2
107.69999999999919,-6.695833333333073,1.1
107.70416666666587,-6.695833333333073,0.9
107.70833333333253,-6.695833333333073,0.9
107.7124999999992,-6.695833333333073,1.0
107.71666666666587,-6.695833333333073,3.7
107.72083333333254,-6.695833333333073,4.4
107.7249999999992,-6.695833333333073,5.2
107.72916666666586,-6.695833333333073,6.1
107.73333333333254,-6.695833333333073,7.6
107.7374999999992,-6.695833333333073,6.3
107.74166666666586,-6.695833333333073,4.8
107.74583333333253,-6.695833333333073,2.9
107.7499999999992,-6.695833333333073,2.4
107.75416666666587,-6.695833333333073,1.9
107.75833333333253,-6.695833333333073,1.9
107.76249999999919,-6.695833333333073,1.8
107.76666666666587,-6.695833333333073,1.5
107.77083333333253,-6.695833333333073,1.5
107.7749999999992,-6.695833333333073,2.3
107.77916666666587,-6.695833333333073,2.7
107.78333333333254,-6.695833333333073,2.6
107.7874999999992,-6.695833333333073,1.6
107.79166666666586,-6.695833333333073,1.5
107.79583333333254,-6.695833333333073,1.3
107.7999999999992,-6.695833333333073,1.1
107.80416666666586,-6.695833333333073,1.1
107.80833333333253,-6.695833333333073,1.1
107.8124999999992,-6.695833333333073,1.0
107.81666666666587,-6.695833333333073,0.8
107.82083333333253,-6.695833333333073,0.7
107.82499999999919,-6.695833333333073,0.6
107.82916666666587,-6.695833333333073,0.6
107.83333333333253,-6.695833333333073,0.5
107.38333333333253,-6.699999999999739,0.9
107.3874999999992,-6.699999999999739,1.0
107.39166666666587,-6.699999999999739,1.2
107.39583333333253,-6.699999999999739,1.5
107.3999999999992,-6.699999999999739,1.4
107.40416666666587,-6.699999999999739,1.1
107.40833333333254,-6.699999999999739,1.2
107.4124999999992,-6.699999999999739,1.5
107.41666666666586,-6.699999999999739,1.3
107.42083333333254,-6.699999999999739,1.0
107.4249999999992,-6.699999999999739,1.1
107.42916666666586,-6.699999999999739,2.2
107.43333333333253,-6.699999999999739,2.6
107.4374999999992,-6.699999999999739,1.6
107.44166666666587,-6.699999999999739,1.3
107.44583333333253,-6.699999999999739,1.3
107.4499999999992,-6.699999999999739,1.3
107.45416666666587,-6.699999999999739,1.6
107.45833333333253,-6.699999999999739,1.8
107.4624999999992,-6.699999999999739,2.0
107.46666666666587,-6.699999999999739,2.3
107.47083333333254,-6.699999999999739,3.0
107.4749999999992,-6.699999999999739,3.1
107.47916666666586,-6.699999999999739,3.0
107.48333333333254,-6.699999999999739,2.0
107.4874999999992,-6.699999999999739,2.1
107.49166666666586,-6.699999999999739,2.9
107.49583333333253,-6.699999999999739,2.8
107.4999999999992,-6.699999999999739,2.3
107.50416666666587,-6.699999999999739,1.8
107.50833333333253,-6.699999999999739,1.8
107.5124999999992,-6.699999999999739,1.9
107.51666666666587,-6.699999999999739,2.3
107.52083333333253,-6.699999999999739,1.9
107.5249999999992,-6.699999999999739,1.4
107.52916666666587,-6.699999999999739,1.3
107.53333333333254,-6.699999999999739,1.9
107.5374999999992,-6.699999999999739,2.6
107.54166666666586,-6.699999999999739,2.2
107.54583333333254,-6.699999999999739,1.2
107.5499999999992,-6.699999999999739,0.9
107.55416666666586,-6.699999999999739,0.8
107.55833333333253,-6.699999999999739,0.8
107.5624999999992,-6.699999999999739,0.7
107.56666666666587,-6.699999999999739,0.5
107.57083333333253,-6.699999999999739,0.5
107.57499999999919,-6.699999999999739,0.5
107.57916666666587,-6.699999999999739,0.5
107.58333333333253,-6.699999999999739,0.5
107.5874999999992,-6.699999999999739,0.5
107.59166666666587,-6.699999999999739,0.5
107.59583333333254,-6.699999999999739,0.5
107.5999999999992,-6.699999999999739,0.5
107.60416666666586,-6.699999999999739,0.5
107.60833333333254,-6.699999999999739,0.5
107.6124999999992,-6.699999999999739,0.5
107.61666666666586,-6.699999999999739,0.0
107.62083333333253,-6.699999999999739,0.8
107.6249999999992,-6.699999999999739,0.8
107.62916666666587,-6.699999999999739,0.9
107.63333333333253,-6.699999999999739,1.1
107.63749999999919,-6.699999999999739,1.5
107.64166666666587,-6.699999999999739,1.9
107.64583333333253,-6.699999999999739,1.4
107.6499999999992,-6.699999999999739,1.0
107.65416666666587,-6.699999999999739,0.9
107.65833333333254,-6.699999999999739,0.9
107.6624999999992,-6.699999999999739,1.2
107.66666666666586,-6.699999999999739,1.1
107.67083333333254,-6.699999999999739,1.1
107.6749999999992,-6.699999999999739,0.9
107.67916666666586,-6.699999999999739,0.8
107.68333333333253,-6.699999999999739,1.0
107.6874999999992,-6.699999999999739,1.4
107.69166666666587,-6.699999999999739,1.9
107.69583333333253,-6.699999999999739,1.8
107.69999999999919,-6.699999999999739,1.7
107.70416666666587,-6.699999999999739,1.8
107.70833333333253,-6.699999999999739,1.6
107.7124999999992,-6.699999999999739,1.0
107.71666666666587,-6.699999999999739,1.2
107.72083333333254,-6.699999999999739,2.3
107.7249999999992,-6.699999999999739,3.0
107.72916666666586,-6.699999999999739,5.0
107.73333333333254,-6.699999999999739,5.7
107.7374999999992,-6.699999999999739,5.3
107.74166666666586,-6.699999999999739,4.8
107.74583333333253,-6.699999999999739,3.7
107.7499999999992,-6.699999999999739,2.9
107.75416666666587,-6.699999999999739,2.3
107.75833333333253,-6.699999999999739,1.8
107.76249999999919,-6.699999999999739,1.8
107.76666666666587,-6.699999999999739,1.9
107.77083333333253,-6.699999999999739,1.9
107.7749999999992,-6.699999999999739,2.2
107.77916666666587,-6.699999999999739,2.4
107.78333333333254,-6.699999999999739,2.1
107.7874999999992,-6.699999999999739,2.0
107.79166666666586,-6.699999999999739,2.2
107.79583333333254,-6.699999999999739,1.9
107.7999999999992,-6.699999999999739,1.2
107.80416666666586,-6.699999999999739,1.3
107.80833333333253,-6.699999999999739,1.3
107.8124999999992,-6.699999999999739,1.5
107.81666666666587,-6.699999999999739,1.2
107.82083333333253,-6.699999999999739,1.0
107.82499999999919,-6.699999999999739,0.9
107.82916666666587,-6.699999999999739,0.7
107.83333333333253,-6.699999999999739,0.6
107.38333333333253,-6.7041666666664055,1.1
107.3874999999992,-6.7041666666664055,1.2
107.39166666666587,-6.7041666666664055,1.6
107.39583333333253,-6.7041666666664055,1.8
107.3999999999992,-6.7041666666664055,1.6
107.40416666666587,-6.7041666666664055,1.3
107.40833333333254,-6.7041666666664055,1.1
107.4124999999992,-6.7041666666664055,1.8
107.41666666666586,-6.7041666666664055,1.5
107.42083333333254,-6.7041666666664055,1.4
107.4249999999992,-6.7041666666664055,1.3
107.42916666666586,-6.7041666666664055,2.1
107.43333333333253,-6.7041666666664055,2.2
107.4374999999992,-6.7041666666664055,1.2
107.44166666666587,-6.7041666666664055,1.0
107.44583333333253,-6.7041666666664055,0.8
107.4499999999992,-6.7041666666664055,0.9
107.45416666666587,-6.7041666666664055,1.1
107.45833333333253,-6.7041666666664055,1.0
107.4624999999992,-6.7041666666664055,1.2
107.46666666666587,-6.7041666666664055,1.8
107.47083333333254,-6.7041666666664055,2.0
107.4749999999992,-6.7041666666664055,1.9
107.47916666666586,-6.7041666666664055,2.2
107.48333333333254,-6.7041666666664055,2.3
107.4874999999992,-6.7041666666664055,2.2
107.49166666666586,-6.7041666666664055,2.1
107.49583333333253,-6.7041666666664055,3.4
107.4999999999992,-6.7041666666664055,4.1
107.50416666666587,-6.7041666666664055,3.5
107.50833333333253,-6.7041666666664055,2.2
107.5124999999992,-6.7041666666664055,1.8
107.51666666666587,-6.7041666666664055,2.0
107.52083333333253,-6.7041666666664055,1.9
107.5249999999992,-6.7041666666664055,1.5
107.52916666666587,-6.7041666666664055,1.4
107.53333333333254,-6.7041666666664055,1.9
107.5374999999992,-6.7041666666664055,2.3
107.54166666666586,-6.7041666666664055,1.8
107.54583333333254,-6.7041666666664055,1.1
107.5499999999992,-6.7041666666664055,0.7
107.55416666666586,-6.7041666666664055,0.7
107.55833333333253,-6.7041666666664055,0.7
107.5624999999992,-6.7041666666664055,0.5
107.56666666666587,-6.7041666666664055,0.5
107.57083333333253,-6.7041666666664055,0.5
107.57499999999919,-6.7041666666664055,0.0
107.57916666666587,-6.7041666666664055,0.0
107.58333333333253,-6.7041666666664055,0.5
107.5874999999992,-6.7041666666664055,0.0
107.59166666666587,-6.7041666666664055,0.0
107.59583333333254,-6.7041666666664055,0.5
107.5999999999992,-6.7041666666664055,0.5
107.60416666666586,-6.7041666666664055,0.0
107.60833333333254,-6.7041666666664055,0.0
107.6124999999992,-6.7041666666664055,0.0
107.61666666666586,-6.7041666666664055,0.0
107.62083333333253,-6.7041666666664055,0.6
107.6249999999992,-6.7041666666664055,0.7
107.62916666666587,-6.7041666666664055,0.7
107.63333333333253,-6.7041666666664055,0.9
107.63749999999919,-6.7041666666664055,1.3
107.64166666666587,-6.7041666666664055,1.8
107.64583333333253,-6.7041666666664055,1.8
107.6499999999992,-6.7041666666664055,1.6
107.65416666666587,-6.7041666666664055,1.2
107.65833333333254,-6.7041666666664055,1.8
107.6624999999992,-6.7041666666664055,2.2
107.66666666666586,-6.7041666666664055,2.2
107.67083333333254,-6.7041666666664055,1.6
107.6749999999992,-6.7041666666664055,1.0
107.67916666666586,-6.7041666666664055,0.9
107.68333333333253,-6.7041666666664055,1.0
107.6874999999992,-6.7041666666664055,1.8
107.69166666666587,-6.7041666666664055,2.5
107.69583333333253,-6.7041666666664055,2.1
107.69999999999919,-6.7041666666664055,2.0
107.70416666666587,-6.7041666666664055,2.7
107.70833333333253,-6.7041666666664055,1.9
107.7124999999992,-6.7041666666664055,1.1
107.71666666666587,-6.7041666666664055,1.0
107.72083333333254,-6.7041666666664055,1.3
107.7249999999992,-6.7041666666664055,1.9
107.72916666666586,-6.7041666666664055,2.6
107.73333333333254,-6.7041666666664055,3.5
107.7374999999992,-6.7041666666664055,4.0
107.74166666666586,-6.7041666666664055,4.7
107.74583333333253,-6.7041666666664055,4.6
107.7499999999992,-6.7041666666664055,3.4
107.75416666666587,-6.7041666666664055,3.1
107.75833333333253,-6.7041666666664055,2.5
107.76249999999919,-6.7041666666664055,2.3
107.76666666666587,-6.7041666666664055,2.5
107.77083333333253,-6.7041666666664055,2.6
107.7749999999992,-6.7041666666664055,2.8
107.77916666666587,-6.7041666666664055,2.8
107.78333333333254,-6.7041666666664055,2.1
107.7874999999992,-6.7041666666664055,1.6
107.79166666666586,-6.7041666666664055,1.9
107.79583333333254,-6.7041666666664055,1.7
107.7999999999992,-6.7041666666664055,1.1
107.80416666666586,-6.7041666666664055,1.0
107.80833333333253,-6.7041666666664055,1.1
107.8124999999992,-6.7041666666664055,1.8
107.81666666666587,-6.7041666666664055,1.9
107.82083333333253,-6.7041666666664055,1.3
107.82499999999919,-6.7041666666664055,1.1
107.82916666666587,-6.7041666666664055,0.9
107.83333333333253,-6.7041666666664055,0.7
107.38333333333253,-6.708333333333073,1.5
107.3874999999992,-6.708333333333073,1.5
107.39166666666587,-6.708333333333073,1.9
107.39583333333253,-6.708333333333073,1.9
107.3999999999992,-6.708333333333073,1.7
107.40416666666587,-6.708333333333073,1.6
107.40833333333254,-6.708333333333073,1.6
107.4124999999992,-6.708333333333073,1.6
107.41666666666586,-6.708333333333073,1.5
107.42083333333254,-6.708333333333073,1.5
107.4249999999992,-6.708333333333073,1.8
107.42916666666586,-6.708333333333073,2.0
107.43333333333253,-6.708333333333073,2.1
107.4374999999992,-6.708333333333073,1.7
107.44166666666587,-6.708333333333073,1.0
107.44583333333253,-6.708333333333073,0.9
107.4499999999992,-6.708333333333073,0.9
107.45416666666587,-6.708333333333073,1.3
107.45833333333253,-6.708333333333073,1.2
107.4624999999992,-6.708333333333073,1.3
107.46666666666587,-6.708333333333073,1.5
107.47083333333254,-6.708333333333073,1.7
107.4749999999992,-6.708333333333073,1.6
107.47916666666586,-6.708333333333073,1.4
107.48333333333254,-6.708333333333073,1.5
107.4874999999992,-6.708333333333073,1.3
107.49166666666586,-6.708333333333073,1.8
107.49583333333253,-6.708333333333073,3.7
107.4999999999992,-6.708333333333073,4.8
107.50416666666587,-6.708333333333073,3.9
107.50833333333253,-6.708333333333073,1.8
107.5124999999992,-6.708333333333073,1.5
107.51666666666587,-6.708333333333073,1.5
107.52083333333253,-6.708333333333073,1.5
107.5249999999992,-6.708333333333073,1.8
107.52916666666587,-6.708333333333073,1.8
107.53333333333254,-6.708333333333073,1.6
107.5374999999992,-6.708333333333073,1.8
107.54166666666586,-6.708333333333073,1.8
107.54583333333254,-6.708333333333073,1.1
107.5499999999992,-6.708333333333073,0.8
107.55416666666586,-6.708333333333073,0.6
107.55833333333253,-6.708333333333073,0.6
107.5624999999992,-6.708333333333073,0.5
107.56666666666587,-6.708333333333073,0.0
107.57083333333253,-6.708333333333073,0.0
107.57499999999919,-6.708333333333073,0.0
107.57916666666587,-6.708333333333073,0.5
107.58333333333253,-6.708333333333073,0.0
107.5874999999992,-6.708333333333073,0.0
107.59166666666587,-6.708333333333073,0.5
107.59583333333254,-6.708333333333073,0.0
107.5999999999992,-6.708333333333073,0.0
107.60416666666586,-6.708333333333073,0.0
107.60833333333254,-6.708333333333073,0.0
107.6124999999992,-6.708333333333073,0.0
107.61666666666586,-6.708333333333073,0.0
107.62083333333253,-6.708333333333073,0.0
107.6249999999992,-6.708333333333073,0.0
107.62916666666587,-6.708333333333073,0.5
107.63333333333253,-6.708333333333073,1.0
107.63749999999919,-6.708333333333073,1.4
107.64166666666587,-6.708333333333073,1.9
107.64583333333253,-6.708333333333073,1.4
107.6499999999992,-6.708333333333073,1.4
107.65416666666587,-6.708333333333073,2.5
107.65833333333254,-6.708333333333073,2.5
107.6624999999992,-6.708333333333073,2.7
107.66666666666586,-6.708333333333073,2.9
107.67083333333254,-6.708333333333073,2.0
107.6749999999992,-6.708333333333073,1.4
107.67916666666586,-6.708333333333073,1.1
107.68333333333253,-6.708333333333073,1.2
107.6874999999992,-6.708333333333073,1.2
107.69166666666587,-6.708333333333073,1.1
107.69583333333253,-6.708333333333073,1.2
107.69999999999919,-6.708333333333073,1.5
107.70416666666587,-6.708333333333073,2.1
107.70833333333253,-6.708333333333073,1.4
107.7124999999992,-6.708333333333073,1.1
107.71666666666587,-6.708333333333073,1.0
107.72083333333254,-6.708333333333073,1.2
107.7249999999992,-6.708333333333073,1.7
107.72916666666586,-6.708333333333073,2.1
107.73333333333254,-6.708333333333073,1.9
107.7374999999992,-6.708333333333073,3.0
107.74166666666586,-6.708333333333073,6.1
107.74583333333253,-6.708333333333073,5.4
107.7499999999992,-6.708333333333073,3.2
107.75416666666587,-6.708333333333073,3.3
107.75833333333253,-6.708333333333073,2.9
107.76249999999919,-6.708333333333073,3.0
107.76666666666587,-6.708333333333073,3.1
107.77083333333253,-6.708333333333073,2.8
107.7749999999992,-6.708333333333073,3.2
107.77916666666587,-6.708333333333073,3.7
107.78333333333254,-6.708333333333073,2.7
107.7874999999992,-6.708333333333073,1.5
107.79166666666586,-6.708333333333073,1.5
107.79583333333254,-6.708333333333073,1.4
107.7999999999992,-6.708333333333073,1.3
107.80416666666586,-6.708333333333073,1.1
107.80833333333253,-6.708333333333073,1.3
107.8124999999992,-6.708333333333073,1.4
107.81666666666587,-6.708333333333073,1.9
107.82083333333253,-6.708333333333073,1.7
107.82499999999919,-6.708333333333073,1.2
107.82916666666587,-6.708333333333073,0.9
107.83333333333253,-6.708333333333073,0.7
107.38333333333253,-6.712499999999739,1.6
107.3874999999992,-6.712499999999739,1.8
107.39166666666587,-6.712499999999739,1.7
107.39583333333253,-6.712499999999739,1.6
107.3999999999992,-6.712499999999739,1.5
107.40416666666587,-6.712499999999739,1.6
